PID,Prop Type,Status,Address,Subdivision,Type,# Bedrooms,Total Baths,# Rooms,Fin SF,List Price,Sales Price,Days On Market,Sales Date,Zip
To be determined,Condo/Town,CLOSD,1641 Westhall Gardens DR Unit#24-3,The Townes At Notting Place,Townhouse,2,2.1,6,"1,718","$338,830 ","$363,090 ",0,8/19/2021,23235
759-69-92-88-900-000,Single Family,CLOSD,1302 Old Log TRL,Stonemill,Detached,4,3.1,7,"2,040","$339,000 ","$400,000 ",5,6/10/2022,23235
764-69-90-64-100-000,Single Family,CLOSD,1621 Forestdale DR,Forestdale,Detached,4,3,8,"2,238","$339,900 ","$335,000 ",27,3/4/2022,23235
761-69-62-28-400-000,Single Family,CLOSD,7733 Stonetree DR,Surreywood,Detached,4,3,7,"2,216","$339,900 ","$334,000 ",13,12/15/2021,23235
752-69-15-91-100-000,Single Family,CLOSD,2425 Loch Braemar DR,Loch Braemar,Detached,4,2.1,8,"2,120","$339,950 ","$360,000 ",4,11/18/2021,23236
7.63696E+14,Condo/Town,CLOSD,2411 Sandler CT,Pocoshock Villas,Condominium,3,2.1,7,"2,215","$339,970 ","$339,970 ",70,11/17/2021,23235
756-69-23-71-600-000,Single Family,CLOSD,2605 Wicklow LOOP,Bexley Cosmopolitan,Detached,3,3,8,"2,280","$340,000 ","$340,000 ",0,6/16/2022,23236
758-69-71-20-300-000,Single Family,CLOSD,1842 S Twilight LN,Twilight Bluff,Detached,4,2.1,8,"1,918","$340,000 ","$345,000 ",3,1/24/2022,23235
To be determined,Condo/Town,CLOSD,1624 Westhall Gardens DR Unit#19-3,The Townes At Notting Place,Townhouse,2,2.1,5,"1,730","$341,038 ","$341,038 ",0,11/5/2021,23235
7.63696E+14,Condo/Town,CLOSD,2402 Sandler CT,Pocoshock Villas,Condominium,3,2.1,6,"2,030","$341,950 ","$341,950 ",5,8/20/2021,23235
Not Yet Assigned,Condo/Town,CLOSD,2529 Sandler WAY,Pocoshock Villas,Condominium,2,2.1,5,"1,588","$342,515 ","$342,515 ",60,6/22/2022,23235
7.63696E+14,Condo/Town,CLOSD,2509 Sandler WAY,Pocoshock Villas,Condominium,2,2.1,6,"2,030","$343,335 ","$344,850 ",0,12/29/2021,23235
7.63696E+14,Condo/Town,CLOSD,2501 Sandler WAY,Pocoshock Villas,Condominium,2,2.1,6,"2,030","$343,725 ","$343,725 ",97,1/28/2022,23235
To be determined,Condo/Town,CLOSD,1640 Westhall Gardens DR Unit#23-3,The Townes At Notting Place,Townhouse,2,2,6,"2,002","$344,803 ","$345,753 ",0,10/18/2021,23235
762-70-01-13-200-000,Condo/Town,CLOSD,1424 Westhall Gardens DR Unit#35-1,The Townes At Notting Place,Townhouse,2,2.1,4,"1,550","$345,000 ","$380,000 ",6,6/30/2022,23235
758-69-82-59-800-000,Single Family,CLOSD,8406 Marwood DR,Stone Mill,Detached,4,2.1,8,"2,039","$345,000 ","$355,000 ",5,4/8/2022,23235
759-69-73-92-200-000,Single Family,CLOSD,8233 Surreywood DR,Surreywood,Detached,4,3.1,9,"2,908","$345,000 ","$362,000 ",16,9/24/2021,23235
To be determined,Condo/Town,CLOSD,1633 Westhall Gardens DR Unit#26-3,The Townes At Notting Place,Townhouse,2,2.1,5,"1,718","$348,535 ","$348,535 ",0,8/19/2021,23235
760-69-69-12-800-000,Single Family,CLOSD,7761 Lakeforest DR,Surreywood,Detached,4,2.1,8,"2,331","$349,000 ","$411,500 ",5,5/4/2022,23235
761-70-02-57-200-000,Single Family,CLOSD,1303 Turnmill DR,Surreywood North,Detached,4,3.1,10,"2,801","$349,000 ","$331,000 ",6,8/27/2021,23235
763-69-81-99-800-000,Single Family,CLOSD,7444 Sandlewood DR,Forestdale,Detached,5,2.1,9,"2,318","$349,500 ","$345,000 ",36,11/29/2021,23235
758-69-66-96-000-000,Single Family,CLOSD,1800 S Twilight LN,Twilight Bluff,Detached,5,2.1,9,"2,198","$349,950 ","$420,000 ",13,6/21/2022,23235
761-70-03-49-200-000,Single Family,CLOSD,1300 Turnmill DR,Surreywood North,Detached,4,2.2,9,"2,621","$349,950 ","$427,000 ",4,4/29/2022,23235
760-70-09-79-800-000,Single Family,CLOSD,1308 Turnmill DR,Surreywood North,Detached,4,2.1,8,"2,000","$350,000 ","$375,000 ",4,7/19/2022,23235
747-69-27-96-700-000,Single Family,CLOSD,10419 W Providence RD,Chestnut Hills,Detached,5,2.1,7,"2,162","$350,000 ","$368,100 ",5,4/29/2022,23236
761-69-64-86-700-000,Single Family,CLOSD,7708 Lakeforest DR,Surreywood,Detached,4,2.2,9,"2,974","$350,000 ","$350,000 ",0,2/15/2022,23235
7.63696E+14,Condo/Town,CLOSD,2519 Sandler WAY,Pocoshock Villas,Condominium,2,2.1,6,"2,215","$350,300 ","$349,740 ",78,3/31/2022,23235
To be determined,Condo/Town,CLOSD,1532 Westhall Gardens DR Unit#9-3,The Townes At Notting Place,Townhouse,2,2,6,"2,002","$352,315 ","$354,265 ",0,4/25/2022,23235
To be determined,Condo/Town,CLOSD,1605 Westhall Gardens DR Unit#33-3,The Townes At Notting Place,Townhouse,2,2.1,6,"1,730","$353,059 ","$353,060 ",0,2/8/2022,23235
Not Yet Assigned,Condo/Town,CLOSD,2521 Sandler WAY,Pocoshock Villas,Condominium,2,2.1,6,"2,030","$354,575 ","$354,575 ",91,3/31/2022,23235
Not Yet Assigned,Condo/Town,CLOSD,2525 Sandler WAY,Pocoshock Villas,Condominium,2,2.1,6,"2,030","$354,760 ","$356,075 ",20,6/22/2022,23235
7.63696E+14,Condo/Town,CLOSD,2515 Sandler WAY,Pocoshock Villas,Condominium,3,2.1,6,"2,215","$356,285 ","$356,285 ",0,1/20/2022,23235
Not Yet Assigned,Condo/Town,CLOSD,2517 Sandler WAY,Pocoshock Villas,Condominium,2,2.1,6,"2,030","$356,465 ","$356,465 ",135,3/31/2022,23235
To be determined,Condo/Town,CLOSD,1601 Westhall Gardens DR Unit#34-3,The Townes At Notting Place,Townhouse,2,2.1,6,"1,718","$356,468 ","$356,589 ",0,2/7/2022,23235
To be determined,Condo/Town,CLOSD,1617 Westhall Gardens DR Unit#30-3,The Townes At Notting Place,Townhouse,2,2.1,5,"1,718","$357,087 ","$356,770 ",0,11/24/2021,23235
To be determined,Condo/Town,CLOSD,1600 Westhall Gardens DR Unit#13-3,The Townes At Notting Place,Townhouse,2,2,6,"2,002","$358,661 ","$358,661 ",0,12/22/2021,23235
7.63696E+14,Condo/Town,CLOSD,2523 Sandler WAY,Pocoshock Villas,Condominium,3,2.1,6,"2,215","$359,620 ","$365,620 ",35,4/29/2022,23235
759-69-85-27-400-000,Single Family,CLOSD,8206 Marwood DR,Surreywood,Detached,4,2.1,9,"2,659","$359,950 ","$385,000 ",6,5/3/2022,23235
7.57699E+14,Single Family,CLOSD,1519 Dusk CT,Twilight Landing,Detached,4,2.1,7,"2,034","$362,714 ","$362,714 ",107,2/18/2022,23235
7.63696E+14,Condo/Town,CLOSD,2511 Sandler WAY,Pocoshock Villas,Condominium,3,2.1,6,"2,215","$363,625 ","$367,025 ",0,1/21/2022,23235
761-69-82-65-700-000,Single Family,CLOSD,7824 Millcreek DR,Surreywood,Detached,4,2.2,9,"3,686","$365,000 ","$412,500 ",6,11/9/2021,23235
To be determined,Condo/Town,CLOSD,1616 Westhall Gardens DR Unit#17-3,The Townes At Notting Place,Townhouse,2,2.1,5,"1,718","$367,799 ","$367,799 ",2,11/24/2021,23235
Not Yet Assigned,Condo/Town,CLOSD,2531 Sandler WAY,Pocoshock Villas,Condominium,3,2.1,6,"2,215","$370,345 ","$370,345 ",27,6/23/2022,23235
766-70-01-12-800-000,Single Family,CLOSD,1657 Milo RD,Elkhardt Park,Detached,5,3.1,10,"4,204","$374,900 ","$360,000 ",35,7/22/2022,23225
761-69-50-37-600-000,Single Family,CLOSD,2351 Lancashire DR,Surreywood,Detached,4,2.2,9,"3,274","$375,000 ","$430,000 ",3,5/6/2022,23235
760-69-61-09-200-000,Single Family,CLOSD,2200 Lake Surrey DR,Surreywood,Detached,4,2.1,8,"2,466","$375,000 ","$435,000 ",8,4/29/2022,23235
759-69-65-31-700-000,Single Family,CLOSD,2200 Williamstowne DR,Surreywood,Detached,4,2.1,10,"2,918","$375,000 ","$391,000 ",5,2/11/2022,23235
754-69-48-08-800-000,Single Family,CLOSD,2211 Walhala DR,Bexley,Detached,4,2.1,8,"2,978","$375,000 ","$385,000 ",5,10/8/2021,23236
To be determined,Condo/Town,CLOSD,1628 Westhall Gardens DR Unit#20-3,The Townes At Notting Place,Townhouse,3,3,6,"2,121","$375,972 ","$376,236 ",0,11/9/2021,23235
To be determined,Condo/Town,CLOSD,1613 Westhall Gardens DR Unit#31-3,The Townes At Notting Place,Townhouse,2,2,6,"2,002","$378,474 ","$378,474 ",0,1/28/2022,23235
752-69-40-82-700-000,Single Family,CLOSD,9621 W Providence RD,None,Detached,4,2,9,"2,316","$379,000 ","$379,000 ",13,3/3/2022,23236
To be determined,Condo/Town,CLOSD,1533 Westhall Gardens DR Unit#41-3,The Townes At Notting Place,Townhouse,2,2.1,6,"1,718","$379,640 ","$379,640 ",0,6/30/2022,23235
751-69-36-50-500-000,Single Family,CLOSD,9704 Buteshire RD,Loch Braemar,Detached,4,3.1,8,"2,776","$379,900 ","$374,900 ",12,6/28/2022,23236
751-69-18-41-000-000,Single Family,CLOSD,9809 Culpar LN,Loch Braemar,Detached,5,2.1,10,"2,571","$379,900 ","$389,000 ",2,6/14/2022,23236
762-70-01-42-200-000,Condo/Town,CLOSD,1436 Westhall Gardens DR,The Townes At Notting Place,Townhouse,3,3,6,"2,007","$385,000 ","$395,000 ",4,9/30/2021,23235
Not Yet Assigned,Condo/Town,CLOSD,2527 Sandler WAY,Pocoshock Villas,Condominium,3,2.1,6,"2,215","$385,300 ","$385,300 ",179,6/21/2022,23235
To be determined,Condo/Town,CLOSD,1541 Westhall Gardens DR Unit#39-3,The Townes At Notting Place,Townhouse,3,3,6,"2,121","$387,795 ","$448,517 ",56,6/29/2022,23235
752-69-13-60-600-000,Single Family,CLOSD,2416 Loch Braemar DR,Loch Braemar,Detached,4,2.1,10,"2,718","$389,000 ","$433,000 ",5,6/27/2022,23236
761-69-76-83-800-000,Single Family,CLOSD,2120 Lancashire DR,Surreywood,Detached,3,2.1,7,"2,307","$389,950 ","$385,000 ",10,1/3/2022,23235
747-69-05-97-300-000,Single Family,CLOSD,2601 Courthouse RD,None,Detached,4,3,9,"2,576","$399,950 ","$400,000 ",6,6/17/2022,23236
To be determined,Condo/Town,CLOSD,1544 Westhall Gardens DR Unit#12-3,The Townes At Notting Place,Townhouse,3,3,6,"2,121","$415,839 ","$418,759 ",0,4/29/2022,23235
To be determined,Condo/Town,CLOSD,1612 Westhall Gardens DR Unit#16-3,The Townes At Notting Place,Townhouse,2,2,6,"2,002","$423,668 ","$423,668 ",0,12/29/2021,23235
756-69-35-26-400-000,Single Family,CLOSD,8732 Cardiff Rd,Bexley,Detached,5,2.1,12,"2,760","$425,000 ","$450,000 ",3,5/12/2022,23236
756-69-46-81-900-000,Single Family,CLOSD,8810 Cardiff RD,Bexley,Detached,4,2.1,10,"2,868","$446,900 ","$455,000 ",6,6/15/2022,23236
759-69-63-26-500-000,Single Family,CLOSD,2100 Williamstowne DR,Surreywood,Detached,4,4.1,8,"2,977","$449,950 ","$450,000 ",7,6/17/2022,23235
754-69-42-96-200-000,Single Family,CLOSD,2301 Dorking RD,Bexley,Detached,4,2.2,11,"2,679","$450,000 ","$475,000 ",3,12/22/2021,23236
752-69-20-45-800-000,Single Family,CLOSD,2612 Teaberry DR,Bexley West,Detached,4,2.1,9,"2,803","$450,000 ","$480,000 ",7,10/20/2021,23236
7.64702E+14,Single Family,CLOSD,7406 Elkhardt RD,None,Detached,5,3.1,11,"4,080","$450,000 ","$450,000 ",31,12/8/2021,23225
760-69-62-98-400-000,Single Family,CLOSD,2201 Lake Surrey DR,Surreywood,Detached,4,2.2,9,"3,149","$474,950 ","$510,000 ",5,8/10/2021,23235
753-69-12-55-600-000,Single Family,CLOSD,2804 St Regis DR,Bexley West,Detached,5,2.1,10,"3,422","$474,995 ","$470,000 ",25,8/19/2021,23236
751-69-22-63-800-000,Single Family,CLOSD,9824 Paisley LN,None,Detached,6,3.1,9,"2,940","$475,000 ","$520,000 ",3,11/16/2021,23236
752-69-23-21-000-000,Single Family,CLOSD,2705 Teaberry DR,Bexley West,Detached,4,2.1,10,"3,492","$475,000 ","$460,000 ",43,10/28/2021,23236
7.54695E+14,Single Family,CLOSD,9300 Ramsgate LN,Bexley,Detached,6,4.1,12,"2,918","$475,000 ","$480,000 ",33,10/12/2021,23236
752-69-25-20-800-000,Single Family,CLOSD,2708 Stemwell BLVD,Bexley West,Detached,5,3.1,11,"3,431","$475,000 ","$475,000 ",2,8/10/2021,23236
756-69-40-73-400-000,Single Family,CLOSD,8949 Cardiff RD,Bexley,Detached,5,2.1,11,"3,275","$475,000 ","$395,000 ",29,9/15/2021,23236
754-69-59-81-400-000,Single Family,CLOSD,2230 Cardiff WAY,Bexley,Detached,5,3.1,13,"4,146","$475,000 ","$475,000 ",6,8/2/2021,23236
754-69-28-08-200-000,Single Family,CLOSD,9111 Reigate RD,Bexley,Detached,6,3.1,11,"3,853","$495,000 ","$602,000 ",8,12/28/2021,23236
755-69-14-82-500-000,Single Family,CLOSD,2801 Wicklow LN,Bexley East,Detached,3,2.1,6,"3,835","$495,000 ","$675,000 ",4,8/2/2021,23236
760-69-66-70-800-000,Single Family,CLOSD,7825 Lakeforest DR,Surreywood,Detached,5,3.2,9,"3,790","$499,900 ","$560,000 ",5,7/30/2021,23235
752-69-35-51-500-000,Single Family,CLOSD,2601 Stemwell BLVD,Bexley West,Detached,6,3.1,10,"3,937","$520,000 ","$555,000 ",7,3/23/2022,23236
750-69-15-87-600-000,Single Family,CLOSD,9930 Blarney LN,None,Detached,5,3.1,11,"3,371","$525,000 ","$540,000 ",1,12/22/2021,23236
7.54696E+14,Single Family,CLOSD,9005 Ashcroft Way,Bexley,Detached,5,4.1,9,"3,273","$525,000 ","$550,000 ",2,8/23/2021,23236
752-69-27-89-400-000,Single Family,CLOSD,9703 Stemwell CT,Bexley West,Detached,5,2.1,11,"3,493","$535,000 ","$550,000 ",4,8/16/2021,23236
756-69-12-43-200-000,Single Family,CLOSD,8812 Rams Crossing PL,Bexley East,Detached,3,3.1,14,"2,650","$580,000 ","$580,000 ",6,9/2/2021,23236
754-69-11-23-500-000,Single Family,CLOSD,2728 Walhala DR,Bexley,Detached,5,3.1,11,"3,828","$599,900 ","$657,500 ",7,4/1/2022,23236
754-69-00-81-700-000,Single Family,CLOSD,3036 Newquay LN,Bexley,Detached,5,3.1,11,"4,821","$600,000 ","$575,000 ",42,8/6/2021,23236
756-69-12-03-800-000,Single Family,CLOSD,8818 Rams Crossing PL,Bexley East,Detached,3,3.1,10,"2,921","$632,500 ","$640,000 ",13,9/15/2021,23236
755-69-51-99-200-000,Single Family,CLOSD,2006 Walhala DR,Bexley,Detached,5,4.1,11,"4,665","$685,000 ","$725,000 ",3,5/6/2022,23236
754-69-00-81-700-000,Single Family,CLOSD,3036 Newquay LN,Bexley,Detached,5,3.1,11,"4,821","$850,000 ","$850,000 ",4,5/13/2022,23236
