source,sumlevel,geoid,name,st,cnty,tract,T7_est1,T7_est2,T7_est3,T7_est4,T7_est5,T7_est6,T7_est7,T7_est8,T7_est9,T7_est10,T7_est11,T7_est12,T7_est13,T7_est14,T7_est15,T7_est16,T7_est17,T7_est18,T7_est19,T7_est20,T7_est21,T7_est22,T7_est23,T7_est24,T7_est25,T7_est26,T7_est27,T7_est28,T7_est29,T7_est30,T7_est31,T7_est32,T7_est33,T7_est34,T7_est35,T7_est36,T7_est37,T7_est38,T7_est39,T7_est40,T7_est41,T7_est42,T7_est43,T7_est44,T7_est45,T7_est46,T7_est47,T7_est48,T7_est49,T7_est50,T7_est51,T7_est52,T7_est53,T7_est54,T7_est55,T7_est56,T7_est57,T7_est58,T7_est59,T7_est60,T7_est61,T7_est62,T7_est63,T7_est64,T7_est65,T7_est66,T7_est67,T7_est68,T7_est69,T7_est70,T7_est71,T7_est72,T7_est73,T7_est74,T7_est75,T7_est76,T7_est77,T7_est78,T7_est79,T7_est80,T7_est81,T7_est82,T7_est83,T7_est84,T7_est85,T7_est86,T7_est87,T7_est88,T7_est89,T7_est90,T7_est91,T7_est92,T7_est93,T7_est94,T7_est95,T7_est96,T7_est97,T7_est98,T7_est99,T7_est100,T7_est101,T7_est102,T7_est103,T7_est104,T7_est105,T7_est106,T7_est107,T7_est108,T7_est109,T7_est110,T7_est111,T7_est112,T7_est113,T7_est114,T7_est115,T7_est116,T7_est117,T7_est118,T7_est119,T7_est120,T7_est121,T7_est122,T7_est123,T7_est124,T7_est125,T7_est126,T7_est127,T7_est128,T7_est129,T7_est130,T7_est131,T7_est132,T7_est133,T7_est134,T7_est135,T7_est136,T7_est137,T7_est138,T7_est139,T7_est140,T7_est141,T7_est142,T7_est143,T7_est144,T7_est145,T7_est146,T7_est147,T7_est148,T7_est149,T7_est150,T7_est151,T7_est152,T7_est153,T7_est154,T7_est155,T7_est156,T7_est157,T7_est158,T7_est159,T7_est160,T7_est161,T7_est162,T7_est163,T7_est164,T7_est165,T7_est166,T7_est167,T7_est168,T7_est169,T7_est170,T7_est171,T7_est172,T7_est173,T7_est174,T7_est175,T7_est176,T7_est177,T7_est178,T7_est179,T7_est180,T7_est181,T7_est182,T7_est183,T7_est184,T7_est185,T7_est186,T7_est187,T7_est188,T7_est189,T7_est190,T7_est191,T7_est192,T7_est193,T7_est194,T7_est195,T7_est196,T7_est197,T7_est198,T7_est199,T7_est200,T7_est201,T7_est202,T7_est203,T7_est204,T7_est205,T7_est206,T7_est207,T7_est208,T7_est209,T7_est210,T7_est211,T7_est212,T7_est213,T7_moe1,T7_moe2,T7_moe3,T7_moe4,T7_moe5,T7_moe6,T7_moe7,T7_moe8,T7_moe9,T7_moe10,T7_moe11,T7_moe12,T7_moe13,T7_moe14,T7_moe15,T7_moe16,T7_moe17,T7_moe18,T7_moe19,T7_moe20,T7_moe21,T7_moe22,T7_moe23,T7_moe24,T7_moe25,T7_moe26,T7_moe27,T7_moe28,T7_moe29,T7_moe30,T7_moe31,T7_moe32,T7_moe33,T7_moe34,T7_moe35,T7_moe36,T7_moe37,T7_moe38,T7_moe39,T7_moe40,T7_moe41,T7_moe42,T7_moe43,T7_moe44,T7_moe45,T7_moe46,T7_moe47,T7_moe48,T7_moe49,T7_moe50,T7_moe51,T7_moe52,T7_moe53,T7_moe54,T7_moe55,T7_moe56,T7_moe57,T7_moe58,T7_moe59,T7_moe60,T7_moe61,T7_moe62,T7_moe63,T7_moe64,T7_moe65,T7_moe66,T7_moe67,T7_moe68,T7_moe69,T7_moe70,T7_moe71,T7_moe72,T7_moe73,T7_moe74,T7_moe75,T7_moe76,T7_moe77,T7_moe78,T7_moe79,T7_moe80,T7_moe81,T7_moe82,T7_moe83,T7_moe84,T7_moe85,T7_moe86,T7_moe87,T7_moe88,T7_moe89,T7_moe90,T7_moe91,T7_moe92,T7_moe93,T7_moe94,T7_moe95,T7_moe96,T7_moe97,T7_moe98,T7_moe99,T7_moe100,T7_moe101,T7_moe102,T7_moe103,T7_moe104,T7_moe105,T7_moe106,T7_moe107,T7_moe108,T7_moe109,T7_moe110,T7_moe111,T7_moe112,T7_moe113,T7_moe114,T7_moe115,T7_moe116,T7_moe117,T7_moe118,T7_moe119,T7_moe120,T7_moe121,T7_moe122,T7_moe123,T7_moe124,T7_moe125,T7_moe126,T7_moe127,T7_moe128,T7_moe129,T7_moe130,T7_moe131,T7_moe132,T7_moe133,T7_moe134,T7_moe135,T7_moe136,T7_moe137,T7_moe138,T7_moe139,T7_moe140,T7_moe141,T7_moe142,T7_moe143,T7_moe144,T7_moe145,T7_moe146,T7_moe147,T7_moe148,T7_moe149,T7_moe150,T7_moe151,T7_moe152,T7_moe153,T7_moe154,T7_moe155,T7_moe156,T7_moe157,T7_moe158,T7_moe159,T7_moe160,T7_moe161,T7_moe162,T7_moe163,T7_moe164,T7_moe165,T7_moe166,T7_moe167,T7_moe168,T7_moe169,T7_moe170,T7_moe171,T7_moe172,T7_moe173,T7_moe174,T7_moe175,T7_moe176,T7_moe177,T7_moe178,T7_moe179,T7_moe180,T7_moe181,T7_moe182,T7_moe183,T7_moe184,T7_moe185,T7_moe186,T7_moe187,T7_moe188,T7_moe189,T7_moe190,T7_moe191,T7_moe192,T7_moe193,T7_moe194,T7_moe195,T7_moe196,T7_moe197,T7_moe198,T7_moe199,T7_moe200,T7_moe201,T7_moe202,T7_moe203,T7_moe204,T7_moe205,T7_moe206,T7_moe207,T7_moe208,T7_moe209,T7_moe210,T7_moe211,T7_moe212,T7_moe213
2014thru2018,140,14000US51041100818,"Census Tract 1008.18, Chesterfield County, Virginia",51,41,100818,1325,1235,35,0,0,0,0,10,0,0,0,4,0,0,4,20,0,0,20,0,0,0,0,45,0,0,0,0,10,0,10,0,20,0,0,20,15,0,15,0,0,0,0,0,115,4,4,0,0,60,50,10,0,15,4,10,0,15,15,0,0,20,10,10,0,100,4,0,4,0,30,20,10,0,0,0,0,0,45,45,0,0,20,4,0,15,945,120,105,15,0,565,540,25,0,135,135,0,0,35,35,0,0,90,90,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,10,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,10,10,0,0,25,25,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,75,95,26,12,12,12,12,14,12,12,12,13,12,12,13,21,12,12,21,12,12,12,12,35,12,12,12,12,22,12,22,12,30,12,12,30,17,12,17,12,12,12,12,12,63,5,5,12,12,59,57,14,12,21,11,19,12,19,19,12,12,23,14,15,12,55,14,12,14,12,26,24,14,12,12,12,12,12,44,44,12,12,26,18,12,23,119,53,49,22,12,97,98,38,12,57,57,12,12,33,33,12,12,54,54,12,12,62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,12,12,12,12,12,12,12,12,12,12,12,12,17,17,12,12,12,12,12,12,14,12,12,12,12,14,12,14,12,12,12,12,12,12,12,12,12,12,12,12,12,30,12,12,12,12,13,13,12,12,28,28,12,12,12,12,12,12,12,12,12,12,55,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,55,55,12,12
2014thru2018,140,14000US51041100819,"Census Tract 1008.19, Chesterfield County, Virginia",51,41,100819,2555,1800,100,0,0,0,0,65,20,0,45,0,0,0,0,15,15,0,0,20,0,0,20,140,85,70,0,15,0,0,0,0,0,0,0,0,20,20,0,0,35,0,0,35,335,35,25,0,15,110,60,10,35,100,60,45,0,55,20,0,40,35,0,15,15,180,40,40,0,0,25,25,0,0,0,0,0,0,0,0,0,0,115,95,15,0,1045,160,160,0,0,780,755,25,0,10,10,0,0,25,0,25,0,70,70,0,0,760,175,0,0,0,0,15,0,0,15,105,0,0,105,25,0,0,25,30,0,0,0,195,0,0,0,0,140,0,75,65,0,0,0,0,35,0,0,35,25,0,0,25,100,15,15,0,0,0,0,0,0,0,0,0,0,15,0,15,0,75,35,40,0,40,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,10,10,0,0,245,20,20,0,0,65,65,0,0,30,30,0,0,0,0,0,0,130,130,0,0,115,212,72,17,17,17,17,63,32,17,57,17,17,17,17,31,31,17,17,33,17,17,33,88,70,61,17,25,17,17,17,17,17,17,17,17,32,32,17,17,55,17,17,55,118,43,39,17,25,71,56,16,46,66,32,59,17,55,34,17,48,38,17,21,31,128,46,46,17,17,41,41,17,17,17,17,17,17,17,17,17,17,113,110,30,17,178,99,99,17,17,159,162,42,17,22,22,17,17,30,17,30,17,60,60,17,17,193,122,17,17,17,17,22,17,17,22,93,17,17,93,32,17,17,32,53,17,17,17,131,17,17,17,17,118,17,108,91,17,17,17,17,42,17,17,42,40,17,17,40,89,25,25,17,17,17,17,17,17,17,17,17,17,26,17,26,17,85,60,63,17,37,17,17,17,17,35,35,17,17,17,17,17,17,17,17,17,17,19,19,17,17,136,34,34,17,17,61,61,17,17,53,53,17,17,17,17,17,17,107,107,17,17
2014thru2018,140,14000US51041100820,"Census Tract 1008.20, Chesterfield County, Virginia",51,41,100820,1190,870,30,0,0,0,0,20,0,0,20,0,0,0,0,4,0,0,4,4,0,0,4,60,10,10,0,0,30,15,0,15,0,0,0,0,20,4,0,15,0,0,0,0,180,0,0,0,0,115,55,60,0,10,10,0,0,15,10,4,0,35,20,20,0,115,20,4,0,15,55,45,10,0,0,0,0,0,15,15,0,0,25,4,4,20,485,30,20,4,0,255,225,30,0,65,50,15,0,35,35,0,0,105,105,0,0,320,35,0,0,0,0,10,0,0,10,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,20,10,10,0,35,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,0,15,15,0,0,185,25,25,0,0,85,85,0,0,30,30,0,0,15,15,0,0,35,35,0,0,99,96,25,12,12,12,12,20,12,12,20,12,12,12,12,8,12,12,8,9,12,12,9,38,17,17,12,12,29,15,12,23,12,12,12,12,21,11,12,18,12,12,12,12,91,12,12,12,12,89,44,66,12,19,19,12,12,19,16,10,12,25,20,23,12,61,24,9,12,25,45,42,14,12,12,12,12,12,16,16,12,12,31,7,4,32,91,20,19,14,12,72,71,28,12,34,35,23,12,31,31,12,12,52,52,12,12,101,40,12,12,12,12,16,12,12,16,39,12,12,39,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,49,12,12,12,12,49,12,49,12,12,12,12,12,12,12,12,12,24,13,19,12,34,12,12,12,12,12,12,12,12,12,12,12,12,24,14,14,12,26,26,12,12,91,27,27,12,12,72,72,12,12,45,45,12,12,23,23,12,12,46,46,12,12
2014thru2018,140,14000US51041100821,"Census Tract 1008.21, Chesterfield County, Virginia",51,41,100821,1655,1595,55,35,10,0,25,0,0,0,0,0,0,0,0,10,4,0,4,10,0,0,10,75,15,10,4,0,20,0,15,4,4,0,0,4,35,30,4,0,0,0,0,0,125,55,45,0,10,10,10,0,0,0,0,0,0,30,25,4,0,25,25,0,0,130,45,30,15,0,40,30,15,0,4,0,4,0,15,15,0,0,20,20,0,0,1215,440,405,35,0,570,515,60,0,35,35,0,0,75,65,10,0,90,75,20,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,10,10,4,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,30,30,0,0,0,0,0,0,4,4,0,0,0,0,0,0,71,70,34,26,14,12,22,12,12,12,12,12,12,12,12,14,7,12,11,15,12,12,15,47,16,14,10,12,22,12,20,16,8,12,12,8,38,37,9,12,12,12,12,12,53,34,34,12,19,19,19,12,12,12,12,12,12,27,25,8,12,32,32,12,12,57,32,26,22,12,35,27,24,12,18,12,18,12,17,17,12,12,24,24,12,12,98,85,86,31,12,90,84,43,12,22,22,12,12,42,39,15,12,43,39,30,12,37,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,26,12,12,12,12,16,15,7,12,12,12,12,12,12,12,12,12,22,22,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,26,12,12,12,12,28,28,12,12,12,12,12,12,9,9,12,12,12,12,12,12
2014thru2018,140,14000US51041100822,"Census Tract 1008.22, Chesterfield County, Virginia",51,41,100822,2025,1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,0,0,10,0,0,0,0,0,0,0,0,25,20,10,0,0,0,0,0,150,25,20,0,10,40,0,30,10,0,0,0,0,60,30,10,20,20,0,20,0,60,15,15,0,0,15,4,4,0,10,10,0,0,20,10,10,0,0,0,0,0,1470,330,290,40,0,855,815,40,0,125,115,10,0,55,55,0,0,105,95,10,0,310,35,0,0,0,0,10,10,0,0,10,0,0,10,10,0,0,10,0,0,0,0,15,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,35,0,10,25,85,10,10,0,0,15,15,0,0,0,0,0,0,0,0,0,0,60,60,0,0,130,15,15,0,0,30,30,0,0,0,0,0,0,0,0,0,0,80,65,15,0,101,94,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,35,14,17,17,14,17,17,17,17,17,17,17,17,32,32,14,17,17,17,17,17,67,25,24,17,15,40,17,39,14,17,17,17,17,38,28,13,22,24,17,24,17,36,23,23,17,17,17,20,16,17,15,15,17,17,23,15,14,17,17,17,17,17,91,77,76,27,17,119,113,32,17,47,46,15,17,39,39,17,17,48,43,21,17,85,32,17,17,17,17,20,20,17,17,22,17,17,22,19,17,17,19,17,17,17,17,25,17,17,17,17,25,17,25,17,17,17,17,17,17,17,17,17,17,17,17,17,44,17,17,17,17,23,17,23,17,17,17,17,17,17,17,17,17,40,17,17,37,56,19,19,17,17,22,22,17,17,17,17,17,17,17,17,17,17,47,47,17,17,61,24,24,17,17,27,27,17,17,17,17,17,17,17,17,17,17,47,43,27,17
2014thru2018,140,14000US51041100823,"Census Tract 1008.23, Chesterfield County, Virginia",51,41,100823,2355,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,40,0,25,0,0,0,0,0,0,0,0,30,15,0,15,0,0,0,0,115,20,20,0,0,20,20,0,0,0,0,0,0,35,0,35,0,40,0,0,40,135,20,20,0,0,15,15,0,0,50,50,0,0,55,15,20,20,0,0,0,0,1240,550,550,0,0,445,415,15,10,105,105,0,0,55,55,0,0,90,90,0,0,765,105,0,0,0,0,10,0,0,10,40,0,0,40,35,0,0,35,15,15,0,0,75,0,0,0,0,60,0,0,60,15,0,15,0,0,0,0,0,0,0,0,0,125,0,0,0,0,90,10,80,0,0,0,0,0,20,0,20,0,15,15,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,80,0,80,0,105,105,0,0,275,30,30,0,0,205,140,60,0,0,0,0,0,20,20,0,0,20,20,0,0,106,142,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,64,62,44,17,45,17,17,17,17,17,17,17,17,25,25,17,26,17,17,17,17,88,34,34,17,17,30,30,17,17,17,17,17,17,50,17,50,17,56,17,17,56,90,32,32,17,17,24,24,17,17,66,66,17,17,50,32,32,32,17,17,17,17,159,103,103,17,17,126,128,25,20,69,69,17,17,50,50,17,17,80,80,17,17,177,70,17,17,17,17,24,17,17,24,60,17,17,60,29,17,17,29,27,27,17,17,88,17,17,17,17,86,17,17,86,24,17,24,17,17,17,17,17,17,17,17,17,69,17,17,17,17,57,18,57,17,17,17,17,17,32,17,32,17,27,27,17,17,130,17,17,17,17,17,17,17,17,17,17,17,17,99,17,99,17,94,94,17,17,121,38,38,17,17,121,88,89,17,17,17,17,17,34,34,17,17,34,34,17,17
2014thru2018,140,14000US51041100902,"Census Tract 1009.02, Chesterfield County, Virginia",51,41,100902,1555,1355,35,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,35,0,0,0,0,65,15,0,4,4,0,0,0,0,0,0,0,0,50,25,15,10,0,0,0,0,120,50,40,4,0,35,10,10,15,0,0,0,0,40,40,0,0,0,0,0,0,125,20,15,0,10,25,25,0,0,20,20,0,0,25,25,0,0,25,25,0,0,1010,240,235,10,0,535,530,10,0,80,45,35,0,50,50,0,0,105,105,0,0,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,20,0,0,0,0,0,0,0,0,10,0,0,10,10,0,0,10,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,50,0,50,0,35,0,0,0,0,10,10,0,0,0,0,0,0,10,10,0,0,15,10,10,0,75,4,4,0,0,10,10,0,0,10,10,0,0,0,0,0,0,50,50,0,0,59,84,42,12,12,12,12,12,12,12,12,12,12,12,12,42,12,12,42,12,12,12,12,46,17,12,13,16,12,12,12,12,12,12,12,12,44,40,20,13,12,12,12,12,57,46,43,15,12,29,15,18,19,12,12,12,12,26,26,12,12,12,12,12,12,52,24,16,12,14,25,25,12,12,26,26,12,12,24,24,12,12,26,26,12,12,95,67,66,13,12,82,84,13,12,54,33,50,12,30,30,12,12,44,44,12,12,75,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,12,12,24,12,12,12,12,12,12,12,12,17,12,12,17,14,12,12,14,12,12,12,12,55,12,12,12,12,12,12,12,12,12,12,12,12,17,12,17,12,51,12,51,12,26,12,12,12,12,14,14,12,12,12,12,12,12,14,14,12,12,19,14,13,12,38,16,16,12,12,13,13,12,12,13,13,12,12,12,12,12,12,32,32,12,12
2014thru2018,140,14000US51041100907,"Census Tract 1009.07, Chesterfield County, Virginia",51,41,100907,990,650,60,0,0,0,0,10,0,0,10,30,0,0,0,0,0,0,0,20,10,0,10,75,15,0,10,4,30,30,0,0,15,0,15,0,10,10,0,0,10,0,0,10,65,0,0,0,0,20,20,0,0,20,20,0,0,15,10,4,0,15,15,0,0,60,0,0,0,0,50,25,25,0,0,0,0,0,4,4,0,0,4,4,0,0,385,100,100,0,0,195,195,0,0,35,35,0,0,10,10,0,0,45,40,4,0,340,45,10,0,0,10,0,0,0,0,0,0,0,0,20,0,0,10,20,10,0,4,90,0,0,0,0,15,0,0,15,0,0,0,0,65,0,40,25,10,0,0,10,65,10,0,0,10,30,30,0,0,0,0,0,0,25,0,10,15,0,0,0,0,25,10,10,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,115,20,0,20,0,0,0,0,0,0,0,0,0,75,50,25,0,25,25,0,0,95,69,44,12,12,12,12,17,12,12,17,34,12,12,12,12,12,12,12,23,13,12,16,49,17,12,14,14,41,41,12,12,21,12,21,12,14,14,12,12,15,12,12,15,41,12,12,12,12,22,22,12,12,29,29,12,12,19,14,10,12,16,16,12,12,39,12,12,12,12,38,24,36,12,12,12,12,12,13,13,12,12,7,7,12,12,73,42,42,12,12,56,56,12,12,34,34,12,12,13,13,12,12,35,34,13,12,84,32,13,12,12,13,12,12,12,12,12,12,12,12,23,12,12,17,22,16,12,19,65,12,12,12,12,20,12,12,20,12,12,12,12,61,12,49,37,17,12,12,17,52,15,12,12,15,45,45,12,12,12,12,12,12,23,12,14,23,12,12,12,12,23,14,14,12,12,12,12,12,12,12,12,12,12,18,12,12,18,12,12,12,12,63,24,12,24,12,12,12,12,12,12,12,12,12,51,49,22,12,25,25,12,12
2014thru2018,140,14000US51041100910,"Census Tract 1009.10, Chesterfield County, Virginia",51,41,100910,1925,1610,45,0,0,0,0,10,0,0,10,0,0,0,0,20,4,0,10,15,0,0,15,105,4,0,0,4,30,15,10,10,0,0,0,0,20,0,15,4,45,20,15,10,380,45,40,0,10,145,85,60,0,100,30,70,0,45,45,0,0,40,0,20,20,140,30,20,15,0,25,25,0,0,4,4,0,0,15,15,0,0,60,60,0,0,945,200,200,0,0,410,395,10,10,80,80,0,0,40,40,0,0,210,200,10,0,315,55,15,15,0,0,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,45,0,45,0,4,0,4,0,4,4,0,0,0,0,0,0,75,15,15,0,0,10,10,0,0,20,20,0,0,0,0,0,0,30,0,30,0,125,10,10,0,0,75,75,0,0,35,35,0,0,0,0,0,0,10,10,0,0,107,148,35,17,17,17,17,15,17,17,15,17,17,17,17,24,13,17,21,24,17,17,24,56,14,17,17,14,35,24,15,15,17,17,17,17,24,17,22,15,40,32,25,17,109,36,31,17,17,88,64,59,17,77,38,83,17,47,47,17,17,38,17,24,33,74,28,23,23,17,32,32,17,17,16,16,17,17,16,16,17,17,60,60,17,17,142,87,87,17,17,115,112,13,14,69,69,17,17,36,36,17,17,82,82,13,17,117,49,30,30,17,17,24,17,17,24,17,17,17,17,17,17,17,17,36,17,17,36,4,17,17,17,17,4,17,4,17,17,17,17,17,17,17,17,17,17,17,17,17,53,17,17,17,17,54,17,54,17,9,17,9,17,13,13,17,17,17,17,17,17,63,26,26,17,17,22,22,17,17,33,33,17,17,17,17,17,17,43,17,43,17,77,13,13,17,17,63,63,17,17,49,49,17,17,17,17,17,17,14,14,17,17
2014thru2018,140,14000US51041100912,"Census Tract 1009.12, Chesterfield County, Virginia",51,41,100912,2610,2340,155,4,0,0,4,0,0,0,0,0,0,0,0,125,75,0,25,25,0,25,0,130,10,10,0,0,70,30,0,40,0,0,0,0,50,25,25,0,0,0,0,0,310,55,0,55,0,110,25,85,0,0,0,0,0,100,70,0,30,50,25,25,0,150,0,0,0,0,60,35,25,0,35,0,35,0,35,35,0,0,25,25,0,0,1590,395,385,4,0,940,940,0,0,65,65,0,0,100,100,0,0,95,95,0,0,270,40,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,25,0,0,25,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,55,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,40,25,20,0,60,0,0,0,0,60,15,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35,35,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,145,100,8,17,17,8,17,17,17,17,17,17,17,17,82,64,17,37,42,17,42,17,86,21,21,17,17,62,44,17,46,17,17,17,17,54,37,39,17,17,17,17,17,141,43,17,43,17,81,32,75,17,17,17,17,17,80,64,17,51,56,38,40,17,97,17,17,17,17,64,54,38,17,53,17,53,17,43,43,17,17,38,38,17,17,211,113,114,14,17,190,190,17,17,53,53,17,17,66,66,17,17,73,73,17,17,103,37,17,17,17,17,23,17,17,23,17,17,17,17,17,17,17,17,43,17,17,43,25,17,17,17,17,17,17,17,17,25,17,17,25,17,17,17,17,17,17,17,17,50,17,17,17,17,23,17,23,17,17,17,17,17,17,17,17,17,48,41,31,17,63,17,17,17,17,63,23,61,17,17,17,17,17,17,17,17,17,17,17,17,17,71,40,40,17,17,58,58,17,17,17,17,17,17,17,17,17,17,17,17,17,17
2014thru2018,140,14000US51041100915,"Census Tract 1009.15, Chesterfield County, Virginia",51,41,100915,1755,1140,105,0,0,0,0,10,0,10,0,0,0,0,0,75,10,10,55,25,0,0,15,35,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,0,0,0,0,0,295,55,25,30,0,95,20,65,10,4,0,4,0,85,25,50,10,55,40,15,0,225,45,30,15,0,65,40,25,0,25,4,20,0,40,25,15,0,45,35,10,0,480,130,120,10,0,175,175,0,0,30,30,0,0,100,90,10,0,45,45,0,0,615,55,0,0,0,0,35,0,0,35,0,0,0,0,10,0,0,10,15,0,0,15,35,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,15,4,0,4,60,4,0,4,0,35,0,20,10,0,0,0,0,0,0,0,0,20,20,0,0,180,0,0,0,0,110,55,55,0,4,4,0,0,0,0,0,0,65,65,0,0,280,40,40,0,0,135,135,0,0,0,0,0,0,10,10,0,0,100,100,0,0,83,95,57,12,12,12,12,15,12,15,12,12,12,12,12,50,14,16,49,23,12,12,22,24,12,12,12,12,12,12,12,12,12,12,12,12,24,12,24,12,12,12,12,12,85,34,22,27,12,47,22,40,14,11,12,11,12,49,21,44,13,43,39,17,12,71,34,28,21,12,39,31,26,12,28,9,27,12,27,22,21,12,36,32,14,12,90,59,60,13,12,62,62,12,12,24,24,12,12,52,50,20,12,36,36,12,12,111,40,12,12,12,12,39,12,12,39,12,12,12,12,14,12,12,14,18,12,12,18,30,12,12,12,12,12,12,12,12,27,12,12,27,12,12,12,12,15,10,12,13,36,14,12,14,12,31,12,24,18,12,12,12,12,12,12,12,12,25,25,12,12,81,12,12,12,12,75,56,54,12,6,6,12,12,12,12,12,12,60,60,12,12,91,26,26,12,12,76,76,12,12,12,12,12,12,15,15,12,12,70,70,12,12
2014thru2018,140,14000US51041100919,"Census Tract 1009.19, Chesterfield County, Virginia",51,41,100919,2645,2225,85,0,0,0,0,45,0,0,45,0,0,0,0,15,0,15,0,20,0,0,20,165,15,0,15,0,90,35,55,0,0,0,0,0,50,50,0,0,10,10,0,0,425,30,30,0,0,235,175,60,0,75,0,75,0,30,30,0,0,55,0,55,0,255,85,85,0,0,85,85,0,0,4,4,0,0,70,70,0,0,15,15,0,0,1290,175,175,0,0,870,800,75,0,70,70,0,0,15,15,0,0,160,145,15,0,420,65,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,15,0,0,15,35,0,0,0,0,35,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,55,10,40,0,0,0,0,0,15,0,15,0,35,15,20,0,30,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,145,145,0,0,30,30,0,0,0,0,0,0,15,15,0,0,120,187,89,17,17,17,17,73,17,17,73,17,17,17,17,31,17,31,17,37,17,17,37,82,25,17,25,17,79,40,64,17,17,17,17,17,47,47,17,17,22,22,17,17,154,29,29,17,17,148,98,98,17,50,17,50,17,38,38,17,17,47,17,47,17,100,56,56,17,17,64,64,17,17,18,18,17,17,56,56,17,17,26,26,17,17,187,81,81,17,17,170,154,93,17,41,41,17,17,35,35,17,17,85,81,24,17,139,63,17,17,17,17,58,17,17,58,17,17,17,17,17,17,17,17,28,17,17,28,38,17,17,17,17,38,17,28,29,17,17,17,17,17,17,17,17,17,17,17,17,75,17,17,17,17,64,20,60,17,17,17,17,17,23,17,23,17,40,26,34,17,31,17,17,17,17,31,31,17,17,17,17,17,17,17,17,17,17,17,17,17,17,108,17,17,17,17,103,103,17,17,35,35,17,17,17,17,17,17,26,26,17,17
